ID,dept,k,s,available
57,AC,2,24,0
57,AC,2,25,0
57,AC,2,26,0
57,AC,2,27,1
57,AC,2,28,1
57,AC,2,29,1
57,AC,2,30,1
57,AC,2,31,1
57,AC,2,32,1
57,AC,2,33,1
57,AC,2,34,1
57,AC,2,35,1
57,AC,2,36,1
57,AC,3,1,0
57,AC,3,2,0
57,AC,3,3,0
57,AC,3,4,0
57,AC,3,5,0
57,AC,3,6,0
57,AC,3,7,0
57,AC,3,8,0
57,AC,3,9,0
57,AC,3,10,0
57,AC,3,11,0
57,AC,3,12,0
57,AC,3,13,0
57,AC,3,14,0
57,AC,3,15,0
57,AC,3,16,0
57,AC,3,17,0
57,AC,3,18,0
57,AC,3,19,0
57,AC,3,20,0
57,AC,3,21,0
57,AC,3,22,0
57,AC,3,23,0
57,AC,3,24,0
57,AC,3,25,0
57,AC,3,26,0
57,AC,3,27,0
57,AC,3,28,0
57,AC,4,1,1
57,AC,4,2,1
57,AC,4,3,1
57,AC,4,4,1
57,AC,4,5,1
57,AC,4,6,1
57,AC,4,7,1
57,AC,4,8,1
57,AC,4,9,0
57,AC,4,10,0
57,AC,4,11,0
57,AC,4,12,0
57,AC,4,13,0
57,AC,4,14,0
57,AC,4,15,0
57,AC,4,16,0
57,AC,4,17,0
57,AC,4,18,0
57,AC,4,19,0
57,AC,4,20,0
57,AC,4,21,0
57,AC,4,22,0
57,AC,4,23,0
57,AC,4,24,0
57,AC,4,25,0
57,AC,4,26,0
57,AC,4,27,0
57,AC,4,28,0
57,AC,5,1,0
57,AC,5,2,0
57,AC,5,3,0
57,AC,5,4,0
57,AC,5,5,0
57,AC,5,6,0
57,AC,5,7,0
57,AC,5,8,0
57,AC,5,9,0
57,AC,5,10,0
57,AC,6,1,0
57,AC,6,2,0
57,AC,6,3,0
57,AC,6,4,0
57,AC,6,5,0
57,AC,6,6,0
57,AC,6,7,0
57,AC,6,8,0
57,AC,6,9,0
57,AC,6,10,0
57,AC,7,1,0
57,AC,7,2,0
57,AC,7,3,0
57,AC,7,4,0
57,AC,7,5,0
57,AC,7,6,0
57,AC,7,7,0
57,AC,7,8,0
57,AC,7,9,0
57,AC,7,10,0
57,AC,7,11,0
57,AC,7,12,0
57,AC,8,1,0
57,AC,8,2,0
57,AC,8,3,0
57,AC,8,4,0
57,AC,8,5,0
57,AC,8,6,0
57,AC,8,7,0
57,AC,8,8,0
57,AC,8,9,0
57,AC,8,10,0
57,AC,8,11,0
57,AC,8,12,0
57,GPDA,1,1,0
57,GPDA,1,2,0
57,GPDA,1,3,0
57,GPDA,1,4,0
57,GPDA,1,5,0
57,GPDA,1,6,0
57,GPDA,1,7,0
57,GPDA,1,8,0
57,GPDA,1,9,0
57,GPDA,1,10,0
57,GPDA,2,1,0
57,GPDA,2,2,0
57,GPDA,2,3,0
57,GPDA,2,4,0
57,GPDA,2,5,0
57,GPDA,2,6,0
57,GPDA,2,7,0
57,GPDA,2,8,0
57,GPDA,2,9,0
57,GPDA,2,10,0
57,GPDA,2,11,0
57,GPDA,2,12,0
57,GPDA,2,13,0
57,GPDA,2,14,0
57,GPDA,2,15,0
57,GPDA,2,16,0
57,GPDA,2,17,0
57,GPDA,2,18,0
57,GPDA,2,19,0
57,GPDA,2,20,0
57,GPDA,2,21,0
57,GPDA,2,22,0
57,GPDA,2,23,0
57,GPDA,2,24,0
57,GPDA,2,25,0
57,GPDA,2,26,0
57,GPDA,2,27,0
57,GPDA,2,28,0
57,GPDA,2,29,0
57,GPDA,2,30,0
57,GPDA,2,31,0
57,GPDA,2,32,0
57,GPDA,2,33,0
57,GPDA,2,34,0
57,GPDA,2,35,0
57,GPDA,2,36,0
57,GPDA,3,1,0
57,GPDA,3,2,0
57,GPDA,3,3,0
57,GPDA,3,4,0
57,GPDA,3,5,0
57,GPDA,3,6,0
57,GPDA,3,7,0
57,GPDA,3,8,0
57,GPDA,3,9,0
57,GPDA,3,10,0
57,GPDA,3,11,0
57,GPDA,3,12,0
57,GPDA,3,13,0
57,GPDA,3,14,0
57,GPDA,3,15,0
57,GPDA,3,16,0
57,GPDA,3,17,0
57,GPDA,3,18,0
57,GPDA,3,19,0
57,GPDA,3,20,0
57,GPDA,3,21,0
57,GPDA,3,22,0
57,GPDA,3,23,0
57,GPDA,3,24,0
57,GPDA,3,25,0
57,GPDA,3,26,0
57,GPDA,3,27,0
57,GPDA,3,28,0
57,GPDA,4,1,0
57,GPDA,4,2,0
57,GPDA,4,3,0
57,GPDA,4,4,0
57,GPDA,4,5,0
57,GPDA,4,6,0
57,GPDA,4,7,0
57,GPDA,4,8,0
57,GPDA,4,9,0
57,GPDA,4,10,0
57,GPDA,4,11,0
57,GPDA,4,12,0
57,GPDA,4,13,0
57,GPDA,4,14,0
57,GPDA,4,15,0
57,GPDA,4,16,0
57,GPDA,4,17,0
57,GPDA,4,18,0
57,GPDA,4,19,0
57,GPDA,4,20,0
57,GPDA,4,21,0
57,GPDA,4,22,0
57,GPDA,4,23,0
57,GPDA,4,24,0
57,GPDA,4,25,0
57,GPDA,4,26,0
57,GPDA,4,27,0
57,GPDA,4,28,0
57,GPDA,5,1,0
57,GPDA,5,2,0
57,GPDA,5,3,0
57,GPDA,5,4,0
57,GPDA,5,5,0
57,GPDA,5,6,0
57,GPDA,5,7,0
57,GPDA,5,8,0
57,GPDA,5,9,0
57,GPDA,5,10,0
57,GPDA,6,1,0
57,GPDA,6,2,0
57,GPDA,6,3,0
57,GPDA,6,4,0
57,GPDA,6,5,0
57,GPDA,6,6,0
57,GPDA,6,7,0
57,GPDA,6,8,0
57,GPDA,6,9,0
57,GPDA,6,10,0
57,GPDA,7,1,0
57,GPDA,7,2,0
57,GPDA,7,3,0
57,GPDA,7,4,0
57,GPDA,7,5,0
57,GPDA,7,6,0
57,GPDA,7,7,0
57,GPDA,7,8,0
57,GPDA,7,9,0
57,GPDA,7,10,0
57,GPDA,7,11,0
57,GPDA,7,12,0
57,GPDA,8,1,0
57,GPDA,8,2,0
57,GPDA,8,3,0
57,GPDA,8,4,0
57,GPDA,8,5,0
57,GPDA,8,6,0
57,GPDA,8,7,0
57,GPDA,8,8,0
57,GPDA,8,9,0
57,GPDA,8,10,0
57,GPDA,8,11,0
57,GPDA,8,12,0
57,PR,1,1,0
57,PR,1,2,0
57,PR,1,3,0
57,PR,1,4,0
57,PR,1,5,0
57,PR,1,6,0
57,PR,1,7,0
57,PR,1,8,0
57,PR,1,9,0
57,PR,1,10,0
57,PR,2,1,0
57,PR,2,2,0
57,PR,2,3,0
57,PR,2,4,0
57,PR,2,5,0
57,PR,2,6,0
57,PR,2,7,0
57,PR,2,8,0
57,PR,2,9,0
57,PR,2,10,0
57,PR,2,11,0
57,PR,2,12,0
57,PR,2,13,0
57,PR,2,14,0
57,PR,2,15,0
57,PR,2,16,0
57,PR,2,17,0
57,PR,2,18,0
57,PR,2,19,0
57,PR,2,20,0
57,PR,2,21,0
57,PR,2,22,0
57,PR,2,23,0
57,PR,2,24,0
57,PR,2,25,0
57,PR,2,26,0
57,PR,2,27,0
57,PR,2,28,0
57,PR,2,29,0
57,PR,2,30,0
57,PR,2,31,0
57,PR,2,32,0
57,PR,2,33,0
57,PR,2,34,0
57,PR,2,35,0
57,PR,2,36,0
57,PR,3,1,0
57,PR,3,2,0
57,PR,3,3,0
57,PR,3,4,0
57,PR,3,5,0
57,PR,3,6,0
57,PR,3,7,0
57,PR,3,8,0
57,PR,3,9,0
57,PR,3,10,0
57,PR,3,11,0
57,PR,3,12,0
57,PR,3,13,0
57,PR,3,14,0
57,PR,3,15,0
57,PR,3,16,0
57,PR,3,17,0
57,PR,3,18,0
57,PR,3,19,0
57,PR,3,20,0
57,PR,3,21,0
57,PR,3,22,0
57,PR,3,23,0
57,PR,3,24,0
57,PR,3,25,0
57,PR,3,26,0
57,PR,3,27,0
57,PR,3,28,0
57,PR,4,1,0
57,PR,4,2,0
57,PR,4,3,0
57,PR,4,4,0
57,PR,4,5,0
57,PR,4,6,0
57,PR,4,7,0
57,PR,4,8,0
57,PR,4,9,0
57,PR,4,10,0
57,PR,4,11,0
57,PR,4,12,0
57,PR,4,13,0
57,PR,4,14,0
57,PR,4,15,0
57,PR,4,16,0
57,PR,4,17,0
57,PR,4,18,0
57,PR,4,19,0
57,PR,4,20,0
57,PR,4,21,0
57,PR,4,22,0
57,PR,4,23,0
57,PR,4,24,0
57,PR,4,25,0
57,PR,4,26,0
57,PR,4,27,0
57,PR,4,28,0
57,PR,5,1,0
57,PR,5,2,0
57,PR,5,3,0
57,PR,5,4,0
57,PR,5,5,0
57,PR,5,6,0
57,PR,5,7,0
57,PR,5,8,0
57,PR,5,9,0
57,PR,5,10,0
57,PR,6,1,0
57,PR,6,2,0
57,PR,6,3,0
57,PR,6,4,0
57,PR,6,5,0
57,PR,6,6,0
57,PR,6,7,0
57,PR,6,8,0
57,PR,6,9,0
57,PR,6,10,0
57,PR,7,1,0
57,PR,7,2,0
57,PR,7,3,0
57,PR,7,4,0
57,PR,7,5,0
57,PR,7,6,0
57,PR,7,7,0
57,PR,7,8,0
57,PR,7,9,0
57,PR,7,10,0
57,PR,7,11,0
57,PR,7,12,0
57,PR,8,1,0
57,PR,8,2,0
57,PR,8,3,0
57,PR,8,4,0
57,PR,8,5,0
57,PR,8,6,0
57,PR,8,7,0
57,PR,8,8,0
57,PR,8,9,0
57,PR,8,10,0
57,PR,8,11,0
57,PR,8,12,0
57,DM,1,1,0
57,DM,1,2,0
57,DM,1,3,0
57,DM,1,4,0
57,DM,1,5,0
57,DM,1,6,0
57,DM,1,7,0
57,DM,1,8,0
57,DM,1,9,0
57,DM,1,10,0
57,DM,2,1,0
57,DM,2,2,0
57,DM,2,3,0
57,DM,2,4,0
57,DM,2,5,0
57,DM,2,6,0
57,DM,2,7,0
57,DM,2,8,0
57,DM,2,9,0
57,DM,2,10,0
57,DM,2,11,0
57,DM,2,12,0
57,DM,2,13,0
57,DM,2,14,0
57,DM,2,15,0
57,DM,2,16,0
57,DM,2,17,0
57,DM,2,18,0
57,DM,2,19,0
57,DM,2,20,0
57,DM,2,21,0
57,DM,2,22,0
57,DM,2,23,0
57,DM,2,24,0
57,DM,2,25,0
57,DM,2,26,0
57,DM,2,27,0
57,DM,2,28,0
57,DM,2,29,0
57,DM,2,30,0
57,DM,2,31,0
57,DM,2,32,0
57,DM,2,33,0
57,DM,2,34,0
57,DM,2,35,0
57,DM,2,36,0
57,DM,3,1,0
57,DM,3,2,0
57,DM,3,3,0
57,DM,3,4,0
57,DM,3,5,0
57,DM,3,6,0
57,DM,3,7,0
57,DM,3,8,0
57,DM,3,9,0
57,DM,3,10,0
57,DM,3,11,0
57,DM,3,12,0
57,DM,3,13,0
57,DM,3,14,0
57,DM,3,15,0
57,DM,3,16,0
57,DM,3,17,0
57,DM,3,18,0
57,DM,3,19,0
57,DM,3,20,0
57,DM,3,21,0
57,DM,3,22,0
57,DM,3,23,0
57,DM,3,24,0
57,DM,3,25,0
57,DM,3,26,0
57,DM,3,27,0
57,DM,3,28,0
57,DM,4,1,0
57,DM,4,2,0
57,DM,4,3,0
57,DM,4,4,0
57,DM,4,5,0
57,DM,4,6,0
57,DM,4,7,0
57,DM,4,8,0
57,DM,4,9,0
57,DM,4,10,0
57,DM,4,11,0
57,DM,4,12,0
57,DM,4,13,0
57,DM,4,14,0
57,DM,4,15,0
57,DM,4,16,0
57,DM,4,17,0
57,DM,4,18,0
57,DM,4,19,0
57,DM,4,20,0
57,DM,4,21,0
57,DM,4,22,0
57,DM,4,23,0
57,DM,4,24,0
57,DM,4,25,0
57,DM,4,26,0
57,DM,4,27,0
57,DM,4,28,0
57,DM,5,1,0
57,DM,5,2,0
57,DM,5,3,0
57,DM,5,4,0
57,DM,5,5,0
57,DM,5,6,0
57,DM,5,7,0
57,DM,5,8,0
57,DM,5,9,0
57,DM,5,10,0
57,DM,6,1,0
57,DM,6,2,0
57,DM,6,3,0
57,DM,6,4,0
57,DM,6,5,0
57,DM,6,6,0
57,DM,6,7,0
57,DM,6,8,0
57,DM,6,9,0
57,DM,6,10,0
57,DM,7,1,0
57,DM,7,2,0
57,DM,7,3,0
57,DM,7,4,0
57,DM,7,5,0
57,DM,7,6,0
57,DM,7,7,0
57,DM,7,8,0
57,DM,7,9,0
57,DM,7,10,0
57,DM,7,11,0
57,DM,7,12,0
57,DM,8,1,0
57,DM,8,2,0
57,DM,8,3,0
57,DM,8,4,0
57,DM,8,5,0
57,DM,8,6,0
57,DM,8,7,0
57,DM,8,8,0
57,DM,8,9,0
57,DM,8,10,0
57,DM,8,11,0
57,DM,8,12,0
58,AC,1,1,0
58,AC,1,2,0
58,AC,1,3,0
58,AC,1,4,0
58,AC,1,5,0
58,AC,1,6,0
58,AC,1,7,0
58,AC,1,8,0
58,AC,1,9,0
58,AC,1,10,0
58,AC,2,1,0
58,AC,2,2,0
58,AC,2,3,0
58,AC,2,4,0
58,AC,2,5,0
58,AC,2,6,0
58,AC,2,7,0
58,AC,2,8,0
58,AC,2,9,0
58,AC,2,10,0
58,AC,2,11,0
58,AC,2,12,0
58,AC,2,13,0
58,AC,2,14,0
58,AC,2,15,0
58,AC,2,16,0
58,AC,2,17,0
58,AC,2,18,0
58,AC,2,19,0
58,AC,2,20,0
58,AC,2,21,0
58,AC,2,22,0
58,AC,2,23,0
58,AC,2,24,0
58,AC,2,25,0
58,AC,2,26,0
58,AC,2,27,0
58,AC,2,28,0
58,AC,2,29,0
58,AC,2,30,0
58,AC,2,31,0
58,AC,2,32,0
58,AC,2,33,0
58,AC,2,34,0
58,AC,2,35,0
58,AC,2,36,0
58,AC,3,1,0
58,AC,3,2,0
58,AC,3,3,0
58,AC,3,4,0
58,AC,3,5,0
58,AC,3,6,0
58,AC,3,7,0
58,AC,3,8,0
58,AC,3,9,0
58,AC,3,10,0
58,AC,3,11,0
58,AC,3,12,0
58,AC,3,13,0
58,AC,3,14,0
58,AC,3,15,0
58,AC,3,16,0
58,AC,3,17,0
58,AC,3,18,0
58,AC,3,19,0
58,AC,3,20,0
58,AC,3,21,0
58,AC,3,22,0
58,AC,3,23,0
58,AC,3,24,0
58,AC,3,25,0
58,AC,3,26,0
58,AC,3,27,0
58,AC,3,28,0
58,AC,4,1,0
58,AC,4,2,0
58,AC,4,3,0
58,AC,4,4,0
58,AC,4,5,0
58,AC,4,6,0
58,AC,4,7,0
58,AC,4,8,0
58,AC,4,9,0
58,AC,4,10,0
58,AC,4,11,0
58,AC,4,12,0
58,AC,4,13,0
58,AC,4,14,0
58,AC,4,15,0
58,AC,4,16,0
58,AC,4,17,0
58,AC,4,18,0
58,AC,4,19,0
58,AC,4,20,0
58,AC,4,21,0
58,AC,4,22,0
58,AC,4,23,0
58,AC,4,24,0
58,AC,4,25,0
58,AC,4,26,0
58,AC,4,27,0
58,AC,4,28,0
58,AC,5,1,0
58,AC,5,2,0
58,AC,5,3,0
58,AC,5,4,0
58,AC,5,5,0
58,AC,5,6,0
58,AC,5,7,0
58,AC,5,8,0
58,AC,5,9,0
58,AC,5,10,0
58,AC,6,1,0
58,AC,6,2,0
58,AC,6,3,0
58,AC,6,4,0
58,AC,6,5,0
58,AC,6,6,0
58,AC,6,7,0
58,AC,6,8,0
58,AC,6,9,0
58,AC,6,10,0
58,AC,7,1,0
58,AC,7,2,0
58,AC,7,3,0
58,AC,7,4,0
58,AC,7,5,0
58,AC,7,6,0
58,AC,7,7,0
58,AC,7,8,0
58,AC,7,9,0
58,AC,7,10,0
58,AC,7,11,0
58,AC,7,12,0
58,AC,8,1,0
58,AC,8,2,0
58,AC,8,3,0
58,AC,8,4,0
58,AC,8,5,0
58,AC,8,6,0
58,AC,8,7,0
58,AC,8,8,0
58,AC,8,9,0
58,AC,8,10,0
58,AC,8,11,0
58,AC,8,12,0
58,GPDA,1,1,0
58,GPDA,1,2,0
58,GPDA,1,3,0
58,GPDA,1,4,0
58,GPDA,1,5,0
58,GPDA,1,6,0
58,GPDA,1,7,0
58,GPDA,1,8,0
58,GPDA,1,9,0
58,GPDA,1,10,0
58,GPDA,2,1,0
58,GPDA,2,2,0
58,GPDA,2,3,0
58,GPDA,2,4,0
58,GPDA,2,5,0
58,GPDA,2,6,0
58,GPDA,2,7,0
58,GPDA,2,8,0
58,GPDA,2,9,0
58,GPDA,2,10,0
58,GPDA,2,11,0
58,GPDA,2,12,0
58,GPDA,2,13,0
58,GPDA,2,14,0
58,GPDA,2,15,0
58,GPDA,2,16,0
58,GPDA,2,17,0
58,GPDA,2,18,0
58,GPDA,2,19,0
58,GPDA,2,20,0
58,GPDA,2,21,0
58,GPDA,2,22,0
58,GPDA,2,23,0
58,GPDA,2,24,0
58,GPDA,2,25,0
58,GPDA,2,26,0
58,GPDA,2,27,0
58,GPDA,2,28,0
58,GPDA,2,29,0
58,GPDA,2,30,0
58,GPDA,2,31,0
58,GPDA,2,32,0
58,GPDA,2,33,0
58,GPDA,2,34,0
58,GPDA,2,35,0
58,GPDA,2,36,0
58,GPDA,3,1,0
58,GPDA,3,2,0
58,GPDA,3,3,0
58,GPDA,3,4,0
58,GPDA,3,5,0
58,GPDA,3,6,0
58,GPDA,3,7,0
58,GPDA,3,8,0
58,GPDA,3,9,0
58,GPDA,3,10,0
58,GPDA,3,11,0
58,GPDA,3,12,0
58,GPDA,3,13,0
58,GPDA,3,14,0
58,GPDA,3,15,0
58,GPDA,3,16,0
58,GPDA,3,17,0
58,GPDA,3,18,0
58,GPDA,3,19,0
58,GPDA,3,20,0
58,GPDA,3,21,0
58,GPDA,3,22,0
58,GPDA,3,23,0
58,GPDA,3,24,0
58,GPDA,3,25,0
58,GPDA,3,26,0
58,GPDA,3,27,0
58,GPDA,3,28,0
58,GPDA,4,1,0
58,GPDA,4,2,0
58,GPDA,4,3,0
58,GPDA,4,4,0
58,GPDA,4,5,0
58,GPDA,4,6,0
58,GPDA,4,7,0
58,GPDA,4,8,0
58,GPDA,4,9,0
58,GPDA,4,10,0
58,GPDA,4,11,0
58,GPDA,4,12,0
58,GPDA,4,13,0
58,GPDA,4,14,0
58,GPDA,4,15,0
58,GPDA,4,16,0
58,GPDA,4,17,0
58,GPDA,4,18,0
58,GPDA,4,19,0
58,GPDA,4,20,0
58,GPDA,4,21,0
58,GPDA,4,22,0
58,GPDA,4,23,0
58,GPDA,4,24,0
58,GPDA,4,25,0
58,GPDA,4,26,0
58,GPDA,4,27,0
58,GPDA,4,28,0
58,GPDA,5,1,0
58,GPDA,5,2,0
58,GPDA,5,3,0
58,GPDA,5,4,0
58,GPDA,5,5,0
58,GPDA,5,6,0
58,GPDA,5,7,0
58,GPDA,5,8,0
58,GPDA,5,9,0
58,GPDA,5,10,0
58,GPDA,6,1,0
58,GPDA,6,2,0
58,GPDA,6,3,0
58,GPDA,6,4,0
58,GPDA,6,5,0
58,GPDA,6,6,0
58,GPDA,6,7,0
58,GPDA,6,8,0
58,GPDA,6,9,0
58,GPDA,6,10,0
58,GPDA,7,1,0
58,GPDA,7,2,0
58,GPDA,7,3,0
58,GPDA,7,4,0
58,GPDA,7,5,0
58,GPDA,7,6,0
58,GPDA,7,7,0
58,GPDA,7,8,0
58,GPDA,7,9,0
58,GPDA,7,10,0
58,GPDA,7,11,0
58,GPDA,7,12,0
58,GPDA,8,1,0
58,GPDA,8,2,0
58,GPDA,8,3,0
58,GPDA,8,4,0
58,GPDA,8,5,0
58,GPDA,8,6,0
58,GPDA,8,7,0
58,GPDA,8,8,0
58,GPDA,8,9,0
58,GPDA,8,10,0
58,GPDA,8,11,0
58,GPDA,8,12,0
58,PR,1,1,1
58,PR,1,2,1
58,PR,1,3,1
58,PR,1,4,1
58,PR,1,5,1
58,PR,1,6,1
58,PR,1,7,1
58,PR,1,8,1
58,PR,1,9,1
58,PR,1,10,1
58,PR,2,1,0
58,PR,2,2,0
58,PR,2,3,0
58,PR,2,4,0
58,PR,2,5,0
58,PR,2,6,0
58,PR,2,7,0
58,PR,2,8,0
58,PR,2,9,0
58,PR,2,10,0
58,PR,2,11,0
58,PR,2,12,0
58,PR,2,13,0
58,PR,2,14,0
58,PR,2,15,0
58,PR,2,16,0
58,PR,2,17,0
58,PR,2,18,0
58,PR,2,19,0
58,PR,2,20,0
58,PR,2,21,0
58,PR,2,22,0
58,PR,2,23,0
58,PR,2,24,0
58,PR,2,25,0
58,PR,2,26,0
58,PR,2,27,0
58,PR,2,28,0
58,PR,2,29,0
58,PR,2,30,0
58,PR,2,31,0
58,PR,2,32,0
58,PR,2,33,0
58,PR,2,34,0
58,PR,2,35,0
58,PR,2,36,0
58,PR,3,1,0
58,PR,3,2,0
58,PR,3,3,0
58,PR,3,4,0
58,PR,3,5,0
58,PR,3,6,0
58,PR,3,7,0
58,PR,3,8,0
58,PR,3,9,0
58,PR,3,10,0
58,PR,3,11,0
58,PR,3,12,0
58,PR,3,13,0
58,PR,3,14,0
58,PR,3,15,0
58,PR,3,16,0
58,PR,3,17,0
58,PR,3,18,0
58,PR,3,19,0
58,PR,3,20,0
58,PR,3,21,0
58,PR,3,22,0
58,PR,3,23,0
58,PR,3,24,0
58,PR,3,25,0
58,PR,3,26,0
58,PR,3,27,0
58,PR,3,28,0
58,PR,4,1,0
58,PR,4,2,0
58,PR,4,3,0
58,PR,4,4,0
58,PR,4,5,0
58,PR,4,6,0
58,PR,4,7,0
58,PR,4,8,0
58,PR,4,9,0
58,PR,4,10,0
58,PR,4,11,0
58,PR,4,12,0
58,PR,4,13,0
58,PR,4,14,0
58,PR,4,15,0
58,PR,4,16,0
58,PR,4,17,0
58,PR,4,18,0
58,PR,4,19,0
58,PR,4,20,0
58,PR,4,21,0
58,PR,4,22,0
58,PR,4,23,0
58,PR,4,24,0
58,PR,4,25,0
58,PR,4,26,0
58,PR,4,27,0
58,PR,4,28,0
58,PR,5,1,0
58,PR,5,2,0
58,PR,5,3,0
58,PR,5,4,0
58,PR,5,5,0
58,PR,5,6,0
58,PR,5,7,0
58,PR,5,8,0
58,PR,5,9,0
58,PR,5,10,0
58,PR,6,1,0
58,PR,6,2,0
58,PR,6,3,0
58,PR,6,4,0
58,PR,6,5,0
58,PR,6,6,0
58,PR,6,7,0
58,PR,6,8,0
58,PR,6,9,0
58,PR,6,10,0
58,PR,7,1,0
58,PR,7,2,0
58,PR,7,3,0
58,PR,7,4,0
58,PR,7,5,0
58,PR,7,6,0
58,PR,7,7,0
58,PR,7,8,0
58,PR,7,9,0
58,PR,7,10,0
58,PR,7,11,0
58,PR,7,12,0
58,PR,8,1,0
58,PR,8,2,0
58,PR,8,3,0
58,PR,8,4,0
58,PR,8,5,0
58,PR,8,6,0
58,PR,8,7,0
58,PR,8,8,0
58,PR,8,9,0
58,PR,8,10,0
58,PR,8,11,0
58,PR,8,12,0
58,DM,1,1,0
58,DM,1,2,1
58,DM,1,3,1
58,DM,1,4,1
58,DM,1,5,1
58,DM,1,6,1
58,DM,1,7,0
58,DM,1,8,0
58,DM,1,9,0
58,DM,1,10,0
58,DM,2,1,0
58,DM,2,2,0
58,DM,2,3,0
58,DM,2,4,0
58,DM,2,5,0
58,DM,2,6,0
58,DM,2,7,0
58,DM,2,8,0
58,DM,2,9,0
58,DM,2,10,0
58,DM,2,11,0
58,DM,2,12,0
58,DM,2,13,0
58,DM,2,14,0
58,DM,2,15,0
58,DM,2,16,0
58,DM,2,17,0
58,DM,2,18,0
58,DM,2,19,0
58,DM,2,20,0
58,DM,2,21,0
58,DM,2,22,0
58,DM,2,23,0
58,DM,2,24,0
58,DM,2,25,0
58,DM,2,26,0
58,DM,2,27,0
58,DM,2,28,0
58,DM,2,29,0
58,DM,2,30,0
58,DM,2,31,0
58,DM,2,32,0
58,DM,2,33,0
58,DM,2,34,0
58,DM,2,35,0
58,DM,2,36,0
58,DM,3,1,0
58,DM,3,2,0
58,DM,3,3,0
58,DM,3,4,0
58,DM,3,5,0
58,DM,3,6,0
58,DM,3,7,0
58,DM,3,8,0
58,DM,3,9,0
58,DM,3,10,0
58,DM,3,11,0
58,DM,3,12,0
58,DM,3,13,0
58,DM,3,14,0
58,DM,3,15,0
58,DM,3,16,0
58,DM,3,17,0
58,DM,3,18,0
58,DM,3,19,0
58,DM,3,20,0
58,DM,3,21,0
58,DM,3,22,0
58,DM,3,23,0
58,DM,3,24,0
58,DM,3,25,0
58,DM,3,26,0
58,DM,3,27,0
58,DM,3,28,0
58,DM,4,1,0
58,DM,4,2,0
58,DM,4,3,0
58,DM,4,4,0
58,DM,4,5,0
58,DM,4,6,0
58,DM,4,7,0
58,DM,4,8,1
58,DM,4,9,1
58,DM,4,10,1
58,DM,4,11,1
58,DM,4,12,1
58,DM,4,13,0
58,DM,4,14,0
58,DM,4,15,0
58,DM,4,16,0
58,DM,4,17,0
58,DM,4,18,0
58,DM,4,19,0
58,DM,4,20,0
58,DM,4,21,0
58,DM,4,22,0
58,DM,4,23,0
58,DM,4,24,0
58,DM,4,25,0
58,DM,4,26,0
58,DM,4,27,0
58,DM,4,28,0
58,DM,5,1,0
58,DM,5,2,0
58,DM,5,3,0
58,DM,5,4,0
58,DM,5,5,0
58,DM,5,6,0
58,DM,5,7,0
58,DM,5,8,0
58,DM,5,9,0
58,DM,5,10,0
58,DM,6,1,0
58,DM,6,2,0
58,DM,6,3,0
58,DM,6,4,0
58,DM,6,5,0
58,DM,6,6,0
58,DM,6,7,0
58,DM,6,8,0
58,DM,6,9,0
58,DM,6,10,0
58,DM,7,1,0
58,DM,7,2,0
58,DM,7,3,0
58,DM,7,4,0
58,DM,7,5,0
58,DM,7,6,0
58,DM,7,7,0
58,DM,7,8,0
58,DM,7,9,0
58,DM,7,10,0
58,DM,7,11,0
58,DM,7,12,0
58,DM,8,1,0
58,DM,8,2,0
58,DM,8,3,0
58,DM,8,4,0
58,DM,8,5,0
58,DM,8,6,0
58,DM,8,7,0
58,DM,8,8,0
58,DM,8,9,0
58,DM,8,10,0
58,DM,8,11,0
58,DM,8,12,0
59,AC,1,1,0
59,AC,1,2,0
59,AC,1,3,0
59,AC,1,4,0
59,AC,1,5,0
59,AC,1,6,0
59,AC,1,7,0
59,AC,1,8,0
59,AC,1,9,0
59,AC,1,10,0
59,AC,2,1,0
59,AC,2,2,0
59,AC,2,3,0
59,AC,2,4,0
59,AC,2,5,0
59,AC,2,6,0
59,AC,2,7,0
59,AC,2,8,0
59,AC,2,9,0
59,AC,2,10,0
59,AC,2,11,0
59,AC,2,12,0
59,AC,2,13,0
59,AC,2,14,0
59,AC,2,15,0
59,AC,2,16,0
59,AC,2,17,0
59,AC,2,18,0
59,AC,2,19,0
59,AC,2,20,0
59,AC,2,21,0
59,AC,2,22,0
59,AC,2,23,0
59,AC,2,24,0
59,AC,2,25,0
59,AC,2,26,0
59,AC,2,27,0
59,AC,2,28,0
59,AC,2,29,0
59,AC,2,30,0
59,AC,2,31,0
59,AC,2,32,0
59,AC,2,33,0
59,AC,2,34,0
59,AC,2,35,0
59,AC,2,36,0
59,AC,3,1,0
59,AC,3,2,0
59,AC,3,3,0
59,AC,3,4,0
59,AC,3,5,0
59,AC,3,6,0
59,AC,3,7,0
59,AC,3,8,0
59,AC,3,9,0
59,AC,3,10,0
59,AC,3,11,0
59,AC,3,12,0
59,AC,3,13,0
59,AC,3,14,0
59,AC,3,15,0
59,AC,3,16,0
59,AC,3,17,0
59,AC,3,18,0
59,AC,3,19,0
59,AC,3,20,0
59,AC,3,21,0
59,AC,3,22,0
59,AC,3,23,0
59,AC,3,24,0
59,AC,3,25,0
59,AC,3,26,0
59,AC,3,27,0
59,AC,3,28,0
59,AC,4,1,0
59,AC,4,2,0
59,AC,4,3,0
59,AC,4,4,0
59,AC,4,5,0
59,AC,4,6,0
59,AC,4,7,0
59,AC,4,8,0
59,AC,4,9,0
